Time Serie,AUSTRALIAN DOLLAR/US$,EURO/US$,NEW ZELAND DOLLAR/US$,UK POUND/US$,BRAZIL REAL/US$,CANADIAN DOLLAR/US$,CHINA YUAN/US$,KOREA WON/US$,JAPAN YEN/US$
2018-08-15,1.3826,0.8825,1.5249,0.7883,3.9135,1.3155,6.933,1135.3,110.62
2018-08-16,1.3744,0.8781,1.5158,0.786,3.8985,1.3144,6.8792,1125.35,110.89
2018-08-17,1.3732,0.8764,1.5133,0.7852,3.9385,1.308,6.874,1123.2,110.54
2018-08-20,1.3684,0.8743,1.5108,0.7834,3.9473,1.3085,6.8546,1121.3,110.38
2018-08-21,1.3602,0.867,1.4981,0.7776,3.9948,1.3048,6.8444,1117.41,110.48
2018-08-22,1.3602,0.8624,1.4928,0.7746,4.0751,1.3014,6.84,1117,110.54
2018-08-23,1.3767,0.8645,1.5033,0.7794,4.0898,1.3057,6.8748,1123.37,111.14
2018-08-24,1.3639,0.8602,1.4943,0.7777,4.0944,1.3022,6.803,1113.3,111.22
2018-08-27,1.3613,0.8565,1.4939,0.7757,4.0707,1.2966,6.8145,1107.69,111.09
2018-08-28,1.3602,0.8532,1.4883,0.776,4.1248,1.2925,6.8018,1105.14,111.04
2018-08-29,1.3714,0.8548,1.4923,0.7689,4.122,1.2941,6.819,1109.2,111.8
2018-08-30,1.377,0.8587,1.506,0.7694,4.2016,1.2991,6.8415,1113.13,111.17
2018-08-31,1.3904,0.8624,1.5119,0.7714,4.128,1.3072,6.83,1116.5,110.98
2018-09-03,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-09-04,1.3939,0.8646,1.5272,0.7792,4.156,1.3182,6.8427,1117.5,111.44
2018-09-05,1.391,0.8606,1.5195,0.775,4.1589,1.3191,6.827,1121,111.47
2018-09-06,1.3893,0.8603,1.5161,0.7732,4.1462,1.3212,6.8322,1122.4,110.87
2018-09-07,1.4015,0.8642,1.527,0.7732,4.0594,1.317,6.8419,1123.5,111.18
2018-09-10,1.4049,0.8618,1.5298,0.7677,4.1094,1.3159,6.8545,1127.9,111.09
2018-09-11,1.4071,0.8627,1.5356,0.7683,4.1564,1.3131,6.8704,1126.17,111.54
2018-09-12,1.3965,0.8601,1.5258,0.7675,4.1363,1.3005,6.8574,1121.62,111.29
2018-09-13,1.3904,0.8568,1.5237,0.7631,4.1752,1.3005,6.8407,1120.9,111.92
2018-09-14,1.3931,0.8579,1.5237,0.7643,4.1852,1.3029,6.8673,1119,112.09
2018-09-17,1.3916,0.8557,1.5186,0.7607,4.1718,1.3017,6.854,1124.71,111.97
2018-09-18,1.385,0.8552,1.5175,0.76,4.1277,1.2977,6.8591,1122.18,112.3
2018-09-19,1.3749,0.8558,1.5106,0.7598,4.116,1.2939,6.8466,1120.61,112.21
2018-09-20,1.3744,0.8515,1.4984,0.7555,4.0834,1.2918,6.8455,1119.58,112.58
2018-09-21,1.374,0.8519,1.4972,0.7653,4.0536,1.2912,6.8559,1114.3,112.62
2018-09-24,1.3768,0.8494,1.5033,0.7617,4.0733,1.2934,6.8559,1119.28,112.62
2018-09-25,1.3791,0.8496,1.5035,0.7598,4.1186,1.2944,6.8632,1118.12,112.88
2018-09-26,1.3774,0.8505,1.5022,0.7586,4.0425,1.2963,6.8763,1114.64,112.92
2018-09-27,1.3854,0.8569,1.5097,0.7631,3.9968,1.3036,6.888,1113.41,113.38
2018-09-28,1.3816,0.8604,1.5072,0.7661,3.9995,1.2922,6.868,1109.76,113.48
2018-10-01,1.3845,0.8645,1.5122,0.7673,4.1959,1.2799,6.868,1112.53,113.96
2018-10-02,1.3891,0.8651,1.5138,0.7702,3.9223,1.2815,6.868,1112.43,113.66
2018-10-03,1.401,0.8677,1.5288,0.7696,3.8806,1.2826,6.868,1121.42,114.19
2018-10-04,1.4128,0.869,1.5411,0.7684,3.9229,1.2903,6.868,1130.78,113.79
2018-10-05,1.4188,0.8694,1.553,0.7633,3.8808,1.2948,6.868,1131.25,113.56
2018-10-08,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-10-09,1.41,0.8709,1.548,0.7611,3.732,1.2959,6.9217,1132.87,113.13
2018-10-10,1.4085,0.8665,1.5439,0.7572,3.7594,1.2985,6.9224,1138.9,112.71
2018-10-11,1.4061,0.8647,1.5344,0.758,3.7591,1.3037,6.888,1134.16,112.26
2018-10-12,1.4053,0.8651,1.5359,0.7602,3.7825,1.3023,6.9182,1130.82,112.02
2018-10-15,1.4002,0.8625,1.5263,0.7594,3.7214,1.2966,6.9131,1129.3,111.82
2018-10-16,1.4006,0.8626,1.5168,0.757,3.7177,1.2935,6.9102,1123.88,112.16
2018-10-17,1.4025,0.8666,1.5205,0.7612,3.6813,1.2985,6.9263,1126.2,112.21
2018-10-18,1.4049,0.87,1.5249,0.7656,3.705,1.3059,6.9367,1138.06,112.11
2018-10-19,1.4021,0.8686,1.5163,0.7666,3.7121,1.3101,6.9291,1131.13,112.52
2018-10-22,1.4112,0.8721,1.5267,0.7708,3.685,1.3104,6.9446,1132.7,112.78
2018-10-23,1.4136,0.8711,1.526,0.7703,3.704,1.3101,6.9373,1137.53,112.12
2018-10-24,1.414,0.878,1.5326,0.7753,3.7188,1.2994,6.942,1136.66,112.58
2018-10-25,1.4116,0.8792,1.533,0.7796,3.6887,1.3066,6.9477,1134.9,112.54
2018-10-26,1.4108,0.8781,1.5337,0.7797,3.6695,1.31,6.9425,1141.74,111.65
2018-10-29,1.4136,0.878,1.5312,0.7808,3.667,1.3129,6.9605,1139.81,112.49
2018-10-30,1.4061,0.88,1.5239,0.7855,3.7156,1.3133,6.9663,1137.68,112.76
2018-10-31,1.4104,0.8825,1.5314,0.7825,3.7129,1.3129,6.9737,1140.78,112.86
2018-11-01,1.391,0.8775,1.5056,0.7708,3.699,1.3108,6.9205,1126.19,112.79
2018-11-02,1.3891,0.8789,1.5026,0.7713,3.6965,1.3108,6.8894,1117.72,113.09
2018-11-05,1.3893,0.8777,1.5015,0.768,3.7155,1.3098,6.9249,1122.13,113.22
2018-11-06,1.3848,0.8763,1.4988,0.7648,3.7509,1.3132,6.9172,1121.31,113.38
2018-11-07,1.3732,0.8727,1.4728,0.7608,3.7595,1.3108,6.9174,1117.52,113.32
2018-11-08,1.3725,0.876,1.4749,0.7624,3.7563,1.3115,6.9318,1118.99,113.87
2018-11-09,1.3839,0.883,1.4848,0.7705,3.751,1.323,6.9553,1131.4,113.77
2018-11-12,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-11-13,1.385,0.8859,1.478,0.7674,3.7983,1.3223,6.9546,1132.29,113.97
2018-11-14,1.3852,0.884,1.4719,0.7686,3.7831,1.3237,6.95,1132.1,113.7
2018-11-15,1.3757,0.8831,1.4656,0.7844,3.784,1.3193,6.938,1127.2,113.46
2018-11-16,1.3676,0.877,1.4575,0.7789,3.7424,1.3174,6.9367,1124.81,112.76
2018-11-19,1.3716,0.8735,1.4631,0.7787,3.7671,1.3187,6.9398,1126.08,112.54
2018-11-20,1.3801,0.8779,1.4661,0.7807,3.7567,1.3245,6.9448,1128.53,112.66
2018-11-21,1.3761,0.8777,1.4622,0.7827,3.779,1.3274,6.9248,1127.3,113.06
2018-11-22,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-11-23,1.3841,0.8825,1.4762,0.781,3.8205,1.3226,6.9477,1130.9,112.83
2018-11-26,1.3831,0.8821,1.4738,0.7807,3.879,1.3237,6.9397,1126.69,113.58
2018-11-27,1.3877,0.8864,1.4756,0.7856,3.8919,1.3313,6.9498,1129.41,113.84
2018-11-28,1.3826,0.8861,1.4712,0.7833,3.8766,1.3328,6.9534,1127.81,113.96
2018-11-29,1.3672,0.8786,1.4584,0.7819,3.8546,1.3278,6.9419,1119.91,113.42
2018-11-30,1.3678,0.8832,1.4535,0.783,3.8571,1.3282,6.9558,1118.61,113.54
2018-12-03,1.3587,0.8806,1.4424,0.7848,3.8353,1.319,6.8798,1110.2,113.54
2018-12-04,1.36,0.8814,1.4413,0.7862,3.8368,1.3202,6.8343,1108.82,112.93
2018-12-05,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-12-06,1.3858,0.8792,1.4545,0.7827,3.9027,1.3417,6.8816,1122.07,112.46
2018-12-07,1.387,0.878,1.4579,0.7844,3.8768,1.3302,6.8733,1121.8,112.6
2018-12-10,1.3908,0.8797,1.4539,0.7963,3.9298,1.3385,6.9077,1128.3,112.96
2018-12-11,1.3881,0.8839,1.4533,0.7985,3.9165,1.3408,6.8968,1128.6,113.41
2018-12-12,1.3845,0.8801,1.4586,0.79,3.849,1.3336,6.8778,1124.51,113.28
2018-12-13,1.3835,0.8804,1.4577,0.7915,3.8856,1.3349,6.8798,1124.73,113.66
2018-12-14,1.3935,0.885,1.4693,0.7955,3.897,1.3387,6.905,1133.2,113.35
2018-12-17,1.3924,0.8819,1.4699,0.7933,3.8922,1.339,6.8962,1130.17,112.96
2018-12-18,1.3943,0.88,1.4596,0.7909,3.9072,1.3466,6.8939,1127.76,112.54
2018-12-19,1.3943,0.8755,1.4594,0.7893,3.8737,1.3434,6.8918,1120.96,112.15
2018-12-20,1.4077,0.8747,1.4778,0.7905,3.85,1.3515,6.8834,1123.87,111.34
2018-12-21,1.414,0.877,1.4868,0.7886,3.8815,1.357,6.9048,1125.3,111.14
2018-12-24,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-12-25,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-12-26,1.4144,0.8766,1.4826,0.7889,3.9253,1.3576,6.8847,1124.23,110.45
2018-12-27,1.4245,0.8763,1.493,0.792,3.8895,1.365,6.8649,1121.37,110.78
2018-12-28,1.4196,0.8737,1.4916,0.7875,3.8711,1.3629,6.8755,1114.9,110.34
2018-12-31,1.4192,0.8729,1.4901,0.7835,3.8804,1.3644,6.8755,1112.85,109.7
2019-01-01,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-01-02,1.4286,0.8805,1.4997,0.7938,3.8123,1.3591,6.8597,1119.11,109.22
2019-01-03,1.4257,0.8773,1.4954,0.7916,3.7429,1.3484,6.8708,1124.64,108.07
2019-01-04,1.4069,0.8764,1.483,0.7849,3.7149,1.3399,6.8663,1116.73,108.29
2019-01-07,1.4,0.872,1.4789,0.7839,3.71,1.3297,6.8501,1117.5,108.62
2019-01-08,1.4017,0.8738,1.4874,0.7859,3.7204,1.3307,6.8519,1122.93,108.57
2019-01-09,1.3943,0.8678,1.4719,0.7835,3.6832,1.3212,6.8117,1117.7,108.38
2019-01-10,1.3908,0.8683,1.4728,0.7832,3.6915,1.3232,6.7875,1116.1,108.29
2019-01-11,1.3881,0.8712,1.465,0.7791,3.7073,1.3256,6.7596,1117.18,108.34
2019-01-14,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-01-15,1.3904,0.8778,1.468,0.7836,3.7162,1.3272,6.7595,1122.59,108.72
2019-01-16,1.392,0.8766,1.4734,0.7775,3.7284,1.3243,6.7532,1119.1,108.84
2019-01-17,1.3945,0.8783,1.4821,0.7728,3.7561,1.3296,6.7735,1123.34,109.01
2019-01-18,1.3943,0.8801,1.4813,0.7753,3.7658,1.3262,6.7765,1122.8,109.79
2019-01-21,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-01-22,1.4019,0.8804,1.4861,0.7719,3.7811,1.3333,6.8072,1129.52,109.34
2019-01-23,1.4019,0.878,1.473,0.7649,3.7987,1.3362,6.7897,1127.89,109.44
2019-01-24,1.4092,0.8832,1.4775,0.7676,3.7486,1.3342,6.7835,1126.33,109.72
2019-01-25,1.3943,0.8767,1.4622,0.759,3.77,1.3259,6.7448,1117.58,109.6
2019-01-28,1.3955,0.8743,1.4633,0.76,3.7628,1.3269,6.7437,1118.7,109.2
2019-01-29,1.3988,0.8754,1.4641,0.7607,3.7288,1.3264,6.7304,1117.75,109.36
2019-01-30,1.3897,0.8758,1.4626,0.7656,3.7222,1.3189,6.7115,1117.29,109.57
2019-01-31,1.3732,0.8731,1.4445,0.7613,3.6501,1.314,6.6958,1111.82,108.84
2019-02-01,1.3774,0.8715,1.4478,0.7637,3.6552,1.3095,6.7426,1118.31,109.55
2019-02-04,1.3854,0.8743,1.4531,0.7652,3.6676,1.3127,6.7426,1119.15,109.96
2019-02-05,1.3824,0.8767,1.4512,0.7724,3.6798,1.3132,6.7426,1117.2,109.99
2019-02-06,1.4029,0.8787,1.4613,0.7718,3.7015,1.3192,6.7426,1119.35,109.75
2019-02-07,1.4098,0.8805,1.4799,0.7712,3.7232,1.3296,6.7426,1124.11,109.7
2019-02-08,1.4104,0.8829,1.4804,0.7732,3.7363,1.3277,6.7426,1123.14,109.76
2019-02-11,1.4154,0.8868,1.4854,0.7775,3.765,1.3296,6.7907,1126.05,110.4
2019-02-12,1.4096,0.8837,1.4837,0.776,3.7131,1.3244,6.7726,1122.27,110.5
2019-02-13,1.4059,0.8859,1.4669,0.7773,3.7485,1.3222,6.7598,1123.32,110.86
2019-02-14,1.4102,0.8862,1.4643,0.7817,3.7462,1.3307,6.7711,1128,110.68
2019-02-15,1.4041,0.8875,1.4586,0.7778,3.71,1.3272,6.768,1125.59,110.54
2019-02-18,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-02-19,1.3994,0.8828,1.459,0.7671,3.7145,1.3248,6.756,1124.54,110.68
2019-02-20,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-02-21,1.4124,0.882,1.4695,0.7657,3.7636,1.3192,6.7195,1125.53,110.72
2019-02-22,1.401,0.8817,1.4618,0.7653,3.7376,1.3188,6.7112,1121.07,110.7
2019-02-25,1.3949,0.8814,1.4524,0.7658,3.7305,1.3183,6.6844,1116.1,111.07
2019-02-26,1.3924,0.8792,1.4512,0.7546,3.7604,1.3175,6.698,1116.88,110.76
2019-02-27,1.4017,0.8795,1.4618,0.7509,3.7375,1.3145,6.6822,1117.74,110.92
2019-02-28,1.4086,0.8788,1.4689,0.7534,3.7493,1.3166,6.6912,1124.65,111.38
2019-03-01,1.4124,0.879,1.4693,0.7563,3.7852,1.3277,6.7048,1126.76,111.89
2019-03-04,1.4116,0.8828,1.4693,0.7584,3.775,1.3329,6.7045,1126.73,111.68
2019-03-05,1.4138,0.885,1.4734,0.761,3.775,1.3352,6.706,1126.46,111.98
2019-03-06,1.4239,0.8834,1.476,0.7606,3.8152,1.3445,6.7099,1127.18,111.66
2019-03-07,1.4221,0.8917,1.4769,0.763,3.8836,1.342,6.7132,1133.18,111.6
2019-03-08,1.4188,0.8894,1.4691,0.7686,3.8639,1.3426,6.7201,1131.74,111.11
2019-03-11,1.4172,0.8908,1.4646,0.7637,3.8435,1.3418,6.7215,1133.05,111.21
2019-03-12,1.412,0.8868,1.4567,0.7633,3.809,1.338,6.707,1127.89,111.38
2019-03-13,1.411,0.8842,1.4582,0.7559,3.8249,1.3318,6.7064,1130.47,111.23
2019-03-14,1.4162,0.8846,1.4658,0.753,3.834,1.3316,6.7209,1135.05,111.71
2019-03-15,1.4106,0.8829,1.4599,0.7531,3.814,1.3337,6.7129,1134.44,111.57
2019-03-18,1.4085,0.8821,1.4586,0.7563,3.8097,1.3342,6.7121,1131.74,111.41
2019-03-19,1.4081,0.8814,1.4565,0.754,3.767,1.3294,6.7106,1129,111.38
2019-03-20,1.4108,0.8809,1.4603,0.7581,3.7856,1.3327,6.6916,1128.25,111.41
2019-03-21,1.4065,0.8802,1.4545,0.7649,3.8176,1.3369,6.6952,1128.4,110.86
2019-03-22,1.4102,0.8864,1.4518,0.7565,3.8942,1.3406,6.7162,1136.8,109.76
2019-03-25,1.4057,0.8831,1.4459,0.7574,3.864,1.3418,6.7079,1131.88,110.09
2019-03-26,1.4006,0.8865,1.4468,0.7567,3.876,1.3389,6.7145,1133.55,110.5
2019-03-27,1.4144,0.8889,1.4725,0.758,3.9602,1.3434,6.7262,1138.09,110.38
2019-03-28,1.4126,0.89,1.4719,0.7641,3.9689,1.3424,6.7381,1136.65,110.54
2019-03-29,1.4077,0.8906,1.4663,0.7673,3.8892,1.336,6.7112,1136.3,110.68
2019-04-01,1.4051,0.8921,1.4678,0.7608,3.8699,1.3344,6.7102,1133,111.29
2019-04-02,1.4168,0.894,1.483,0.7672,3.8647,1.3357,6.7223,1137.16,111.32
2019-04-03,1.4037,0.8895,1.4721,0.7587,3.8437,1.3315,6.7098,1134.29,111.48
2019-04-04,1.4061,0.8916,1.4802,0.765,3.8703,1.3357,6.7167,1136.05,111.55
2019-04-05,1.4086,0.8915,1.487,0.7686,3.8627,1.3387,6.7182,1136.87,111.71
2019-04-08,1.4037,0.8879,1.4832,0.7664,3.8569,1.3316,6.7158,1143.25,111.47
2019-04-09,1.4027,0.8867,1.4826,0.7664,3.8531,1.332,6.7111,1140.25,111.08
2019-04-10,1.397,0.8876,1.4802,0.7634,3.8269,1.3322,6.7153,1137.26,110.92
2019-04-11,1.4029,0.8879,1.4861,0.7652,3.8509,1.3379,6.7188,1140.73,111.48
2019-04-12,1.3935,0.8846,1.4773,0.7642,3.8711,1.3332,6.7039,1133,112
2019-04-15,1.3931,0.8846,1.4784,0.7631,3.8717,1.3372,6.7072,1133.6,112
2019-04-16,1.3939,0.8855,1.4791,0.7663,3.8972,1.335,6.7112,1136.13,111.95
2019-04-17,1.3951,0.8852,1.4901,0.7671,3.9381,1.3345,6.687,1131.7,112
2019-04-18,1.3986,0.8896,1.4972,0.7691,3.9302,1.3372,6.7081,1136.2,111.94
2019-04-19,1.3986,0.8892,1.4945,0.7691,3.9311,1.3386,6.7032,1135.4,111.92
2019-04-22,1.4017,0.8883,1.4977,0.7702,3.9281,1.3352,6.7112,1140.52,111.94
2019-04-23,1.4092,0.8918,1.5042,0.7726,3.9418,1.342,6.7249,1143.22,111.86
2019-04-24,1.4233,0.8935,1.5138,0.7724,3.9758,1.3465,6.7207,1155.65,111.81
2019-04-25,1.4265,0.8977,1.5115,0.7751,3.9635,1.3494,6.7418,1160.15,111.59
2019-04-26,1.4196,0.8965,1.4993,0.7734,3.9227,1.3459,6.7282,1158.1,111.6
2019-04-29,1.4176,0.8956,1.5004,0.7738,3.9362,1.3448,6.7332,1160,111.8
2019-04-30,1.4205,0.8928,1.4993,0.7675,3.9367,1.3427,6.7347,1165.1,111.4
2019-05-01,1.4209,0.8892,1.5033,0.7639,3.9195,1.3417,6.7319,1161.61,111.18
2019-05-02,1.4282,0.8941,1.511,0.7673,3.9644,1.3468,6.7337,1166.62,111.39
2019-05-03,1.4249,0.894,1.5056,0.7611,3.9366,1.3425,6.7337,1165.95,111.28
2019-05-06,1.4296,0.8931,1.5138,0.7638,3.9534,1.3446,6.7602,1169.2,110.86
2019-05-07,1.4278,0.8946,1.5168,0.7662,3.9847,1.3472,6.7755,1172.5,110.34
2019-05-08,1.4278,0.8924,1.5181,0.7684,3.929,1.3458,6.7818,1170.2,110.12
2019-05-09,1.4335,0.8906,1.5188,0.7685,3.9646,1.349,6.8256,1183.1,109.55
2019-05-10,1.429,0.8896,1.5152,0.7671,3.9614,1.3428,6.8217,1176.62,109.56
2019-05-13,1.4393,0.8903,1.5216,0.7715,3.9778,1.3467,6.8765,1186.94,109.18
2019-05-14,1.4397,0.8923,1.5205,0.7739,3.9737,1.3466,6.8737,1186.94,109.68
2019-05-15,1.443,0.8922,1.5239,0.7765,3.9845,1.3432,6.8742,1188.74,109.58
2019-05-16,1.4482,0.8946,1.5267,0.7811,4.1961,1.3433,6.8832,1190.52,109.89
2019-05-17,1.4548,0.8956,1.5333,0.786,4.0909,1.3477,6.9182,1195.07,109.9
2019-05-20,1.4465,0.8953,1.5298,0.7863,4.1133,1.3432,6.9111,1193.81,109.96
2019-05-21,1.4543,0.8962,1.537,0.7845,4.0678,1.3425,6.9007,1194.31,110.6
2019-05-22,1.4535,0.8964,1.5392,0.789,4.0245,1.3417,6.9054,1194.36,110.28
2019-05-23,1.4501,0.8951,1.5335,0.7895,4.0329,1.3471,6.9087,1189.31,109.58
2019-05-24,1.4463,0.8931,1.5272,0.7874,4.0251,1.3454,6.8997,1186.2,109.38
2019-05-27,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-05-28,1.443,0.8947,1.527,0.7894,4.0215,1.3473,6.9078,1186.66,109.49
2019-05-29,1.4468,0.898,1.5359,0.7917,3.9937,1.3533,6.9138,1186.66,109.24
2019-05-30,1.4472,0.8977,1.5368,0.7925,3.9658,1.3508,6.9011,1189.14,109.67
2019-05-31,1.443,0.8969,1.5326,0.7924,3.9216,1.3523,6.9027,1190.5,108.66
2019-06-03,1.4378,0.8924,1.5209,0.7923,3.8918,1.3471,6.9028,1180.97,108.39
2019-06-04,1.4312,0.89,1.5158,0.789,3.8593,1.3417,6.9072,1180.58,108.3
2019-06-05,1.4339,0.8895,1.5097,0.787,3.8655,1.3409,6.9084,1178.24,108.2
2019-06-06,1.4318,0.8854,1.5063,0.7866,3.874,1.3374,6.9082,1179.51,108.08
2019-06-07,1.4282,0.8831,1.5006,0.7849,3.8616,1.3287,6.9057,1181.27,108.15
2019-06-10,1.436,0.8841,1.5117,0.7884,3.8708,1.3259,6.9298,1185.01,108.56
2019-06-11,1.4376,0.8837,1.5195,0.7859,3.8593,1.3291,6.9107,1178.88,108.52
2019-06-12,1.4405,0.8842,1.5198,0.7878,3.836,1.3298,6.9161,1182.82,108.42
2019-06-13,1.4472,0.8869,1.5232,0.7888,3.8456,1.333,6.9212,1183.23,108.44
2019-06-14,1.4552,0.8915,1.538,0.7936,3.8936,1.3382,6.9247,1184.7,108.44
2019-06-17,1.4577,0.8901,1.5375,0.7957,3.8858,1.3398,6.9251,1186.53,108.56
2019-06-18,1.4552,0.8932,1.5319,0.797,3.8549,1.3396,6.9002,1185.37,108.39
2019-06-19,1.4556,0.8917,1.5326,0.7921,3.8731,1.3362,6.8996,1185.37,108.36
2019-06-20,1.4457,0.8862,1.5188,0.7874,3.8386,1.3208,6.851,1159.05,107.52
2019-06-21,1.4451,0.8828,1.5216,0.7872,3.8212,1.3217,6.8686,1163.25,107.55
2019-06-24,1.436,0.8777,1.5106,0.7857,3.8265,1.3196,6.8758,1156.14,107.36
2019-06-25,1.4337,0.8783,1.5026,0.7861,3.8312,1.3164,6.8791,1155.97,106.92
2019-06-26,1.4306,0.878,1.4943,0.7876,3.8355,1.3109,6.8781,1156.36,107.64
2019-06-27,1.429,0.8794,1.4928,0.789,3.8604,1.3115,6.8762,1157.86,107.73
2019-06-28,1.4267,0.8792,1.4901,0.7872,3.829,1.3091,6.865,1154.58,107.84
2019-07-01,1.4362,0.8844,1.4981,0.7909,3.8217,1.3124,6.8487,1158.5,108.42
2019-07-02,1.4302,0.8849,1.4984,0.7937,3.8613,1.3117,6.8717,1166.31,107.98
2019-07-03,1.4219,0.8869,1.4905,0.7957,3.8421,1.307,6.8806,1171.14,107.84
2019-07-04,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-07-05,1.4351,0.8916,1.5113,0.7996,3.8178,1.3108,6.8925,1170.26,108.55
2019-07-08,1.4351,0.8922,1.5097,0.7998,3.8045,1.3088,6.8808,1181.31,108.72
2019-07-09,1.4436,0.8921,1.5133,0.8024,3.8045,1.3123,6.8866,1180.2,108.78
2019-07-10,1.436,0.8881,1.5033,0.7996,3.7646,1.3099,6.8705,1181.58,108.44
2019-07-11,1.4323,0.888,1.4988,0.7969,3.7577,1.3071,6.8682,1173.35,108.29
2019-07-12,1.4271,0.8886,1.4968,0.7966,3.7429,1.3042,6.8796,1178.71,108
2019-07-15,1.4213,0.8881,1.4883,0.7985,3.749,1.3036,6.8769,1179.04,107.89
2019-07-16,1.4245,0.8919,1.4916,0.8059,3.7607,1.3043,6.8753,1177.31,108.35
2019-07-17,1.4243,0.8903,1.4828,0.804,3.7611,1.3041,6.8731,1181.09,108.1
2019-07-18,1.4198,0.8906,1.4802,0.8004,3.7443,1.309,6.8788,1178.29,107.74
2019-07-19,1.4201,0.8913,1.4769,0.8,3.7406,1.3081,6.8812,1173.92,107.78
2019-07-22,1.4201,0.8917,1.476,0.8016,3.735,1.3115,6.8803,1178.17,107.91
2019-07-23,1.4288,0.8964,1.4908,0.8033,3.768,1.3138,6.8787,1178.72,108.06
2019-07-24,1.4331,0.8976,1.4899,0.8001,3.761,1.3134,6.8717,1177.54,108.08
2019-07-25,1.438,0.8964,1.4997,0.8019,3.788,1.3145,6.8714,1181.17,108.58
2019-07-26,1.4476,0.8992,1.5078,0.8073,3.7714,1.3187,6.8785,1184.51,108.69
2019-07-29,1.4476,0.8975,1.5078,0.8173,3.7873,1.3151,6.8927,1183.36,108.86
2019-07-30,1.4552,0.897,1.5131,0.8232,3.7867,1.3169,6.8833,1181.94,108.66
2019-07-31,1.4518,0.8985,1.5156,0.8183,3.7571,1.3143,6.8833,1182.74,108.58
2019-08-01,1.4582,0.904,1.5235,0.8234,3.8366,1.3202,6.8972,1187,108.28
2019-08-02,1.4693,0.8999,1.5274,0.8243,3.8789,1.3217,6.9387,1196.59,106.64
2019-08-05,1.4749,0.8931,1.5293,0.822,3.9423,1.3196,7.0481,1215.5,106.02
2019-08-06,1.4771,0.8932,1.5316,0.8231,3.974,1.3252,7.0192,1214.83,106.45
2019-08-07,1.4806,0.89,1.5477,0.8225,3.9863,1.333,7.0592,1214.46,105.62
2019-08-08,1.468,0.8921,1.5427,0.8239,3.9349,1.3241,7.044,1208.77,106.04
2019-08-09,1.4715,0.8911,1.5434,0.8275,3.9385,1.3226,7.0613,1214.15,105.3
2019-08-12,1.4802,0.8919,1.5487,0.8285,3.9862,1.3232,7.0578,1215.7,105.38
2019-08-13,1.471,0.8943,1.5487,0.8287,3.9531,1.3221,7.0423,1220.7,106.6
2019-08-14,1.4832,0.8973,1.5564,0.8286,4.0143,1.332,7.0224,1212.44,105.79
2019-08-15,1.4741,0.9004,1.5513,0.8256,04.01,1.3322,7.0327,1214.34,106.12
2019-08-16,1.4745,0.9016,1.5552,0.8229,3.9926,1.328,7.0413,1205.75,106.34
2019-08-19,1.4767,0.9012,1.5576,0.8239,4.0344,1.3306,7.0499,1210.6,106.5
2019-08-20,1.4756,0.9016,1.5586,0.8228,4.0409,1.3331,7.0597,1207.93,106.35
2019-08-21,1.4723,0.9011,1.5601,0.8236,4.0188,1.3275,7.0623,1202,106.52
2019-08-22,1.4784,0.9018,1.5676,0.8163,4.0558,1.3295,7.0829,1206.96,106.44
2019-08-23,1.4817,0.897,1.5637,0.8156,4.1114,1.3319,7.0928,1210.5,105.3
2019-08-26,1.4745,0.8999,1.5635,0.8175,4.1528,1.3282,7.1503,1217.51,106
2019-08-27,1.4797,0.9014,1.5708,0.8138,4.1813,1.3274,7.1603,1211.38,105.8
2019-08-28,1.4824,0.9022,1.578,0.8165,4.1553,1.3299,7.1628,1213.75,105.86
2019-08-29,1.485,0.9042,1.5828,0.8199,4.1595,1.3299,7.1434,1216.14,106.5
2019-08-30,1.4859,0.91,1.5876,0.822,4.1254,1.329,7.1543,1211.32,106.3
2019-09-02,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-03,1.4797,0.9117,1.5808,0.8274,4.1726,1.3332,7.1786,1212.44,105.88
2019-09-04,1.4715,0.907,1.5738,0.8203,4.114,1.3248,7.144,1207.84,106.28
2019-09-05,1.4663,0.906,1.5684,0.8106,4.0908,1.3238,7.1468,1200.18,106.96
2019-09-06,1.4586,0.9056,1.553,0.8131,4.0643,1.317,7.1131,1196.81,106.8
2019-09-09,1.4548,0.9045,1.5542,0.8085,4.0819,1.314,7.121,1192.33,107.14
2019-09-10,1.456,0.9056,1.5564,0.8094,4.101,1.3141,7.1121,1191.22,107.34
2019-09-11,1.4582,0.909,1.5588,0.8111,4.0592,1.3199,7.1153,1191.51,107.73
